code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country
1981081,TRUE,JOHNSON Cheswill,JOHNSON C,Cheswill JOHNSON,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,181,0,['Athletics'],"[""Men's Long Jump""]",1997-09-30,GERMISTON,South Africa,JOHANNESBURG,South Africa
1981083,TRUE,PRINSLOO Francois,PRINSLOO F,Francois PRINSLOO,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,189,0,['Athletics'],"[""Men's Discus Throw""]",2001-11-11,NAIROBI,Kenya,"MOBILE, AL",United States
1981084,TRUE,OLDKNOW Cian,OLDKNOW C,Cian OLDKNOW,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,172,0,['Athletics'],"[""Women's Marathon""]",1996-09-17,JOHANNESBURG,South Africa,JOHANNESBURG,South Africa
1981085,TRUE,van DYK Jo-Ane,van DYK JA,Jo-Ane van DYK,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,171,0,['Athletics'],"[""Women's Javelin Throw""]",1997-10-03,WORCESTER,South Africa,POTCHEFSTROOM,South Africa
1981088,TRUE,FOURIE Marione,FOURIE M,Marione FOURIE,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,175,0,['Athletics'],"[""Women's 100m Hurdles""]",2002-04-30,,South Africa,PRETORIA,South Africa
1981089,TRUE,JOSEPH Rogail,JOSEPH R,Rogail JOSEPH,Female,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,172,0,['Athletics'],"[""Women's 400m Hurdles""]",2000-04-22,"WORCESTER, WESTERN CAPE",South Africa,POTCHEFSTROOM,South Africa
1981090,TRUE,RAATS Brian,RAATS B,Brian RAATS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,193,0,['Athletics'],"[""Men's High Jump""]",2004-01-17,,,,
1981092,TRUE,BLIGNAUT Kyle,BLIGNAUT K,Kyle BLIGNAUT,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,173,0,['Athletics'],"[""Men's Shot Put""]",1999-11-09,,South Africa,,Italy
1981096,TRUE,GELANT Elroy,GELANT E,Elroy GELANT,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,175,0,['Athletics'],"[""Men's Marathon""]",1986-08-25,GEORGE,South Africa,POTCHEFSTROOM,South Africa
1981099,TRUE,HOGAN Victor,HOGAN V,Victor HOGAN,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,190,0,['Athletics'],"[""Men's Discus Throw""]",1989-07-25,VREDENBURG,South Africa,KLEINMOND,South Africa
1981103,TRUE,NORTJE Antonie Matthys,NORTJE AM,Antonie Matthys NORTJE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,192,0,['Athletics'],"[""Men's 4 x 400m Relay""]",2002-02-02,PRETORIA,South Africa,,
1981119,TRUE,BOZIC Jakob,BOZIC J,Jakob BOZIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Sailing'],['Mixed Dinghy'],1992-04-25,KOPER,Slovenia,PARECAG,Slovenia
1981124,TRUE,KOZAMERNIK Jan,KOZAMERNIK J,KOZAMERNIK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,204,0,['Volleyball'],['Men'],1995-12-24,LJUBLJANA,Slovenia,,
1981126,TRUE,TRATNIK Jan,TRATNIK J,Jan TRATNIK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",1990-02-23,IDRIJA,Slovenia,MONACO,Monaco
1981130,TRUE,KOVACIC Jani,KOVACIC J,KOVACIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,186,0,['Volleyball'],['Men'],1992-06-14,SEMPETER PRI GORICI,Slovenia,,
1981131,TRUE,GARNBRET Janja,GARNBRET J,Janja GARNBRET,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,164,0,['Sport Climbing'],"[""Women's Boulder & Lead""]",1999-03-12,SLOVENJ GRADEC,Slovenia,SLOVENJ GRADEC,Slovenia
1981132,TRUE,SEGEL Janja,SEGEL J,Janja SEGEL,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2001-06-17,RAVNE NA KORO?KEM,Slovenia,,
1981143,TRUE,DOLENEC Jure,DOLENEC J,Jure DOLENEC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,190,0,['Handball'],['Men'],1988-12-06,LLUBLJANA,Slovenia,LIMOGES,France
1981149,TRUE,KAJZER Kaja,KAJZER K,Kaja KAJZER,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Judo'],['Women -57 kg'],2000-01-31,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia
1981151,TRUE,FAIN Katja,FAIN K,Katja FAIN,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2001-08-31,,,MARIBOR,Slovenia
1981154,TRUE,LUKAN Klara,LUKAN K,Klara LUKAN,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,163,0,['Athletics'],"[""Women's 10,000m"", ""Women's 5000m""]",2000-09-08,NOVO MESTO,Slovenia,,
1981156,TRUE,CEBULJ Klemen,CEBULJ K,CEBULJ,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,202,0,['Volleyball'],['Men'],1992-02-21,SLOVENJ GRADEC,Slovenia,,
1981157,TRUE,FERLIN Klemen,FERLIN K,Klemen FERLIN,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,190,0,['Handball'],['Men'],1989-06-26,LJUBLJANA,Slovenia,ERLANGEN,Germany
1981160,TRUE,CEH Kristjan,CEH K,Kristjan CEH,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,206,0,['Athletics'],"[""Men's Discus Throw""]",1999-02-17,PTUJ,Slovenia,TALLINN,Estonia
1981167,TRUE,APOSTOLOVSKI Lia,APOSTOLOVSKI L,Lia APOSTOLOVSKI,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,177,0,['Athletics'],"[""Women's High Jump""]",2000-06-23,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia
1981168,TRUE,PLETIKOS Lin,PLETIKOS L,Lin PLETIKOS,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Sailing'],"[""Women's Dinghy""]",1999-04-08,IZOLA,Slovenia,,Slovenia
1981169,TRUE,ERZEN Lina,ERZEN L,Lina ERZEN,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Sailing'],"[""Women's Windsurfing""]",2005-05-04,PLANINA,Slovenia,PLANINA,Slovenia
1981171,TRUE,HRIBAR Lucija,HRIBAR L,Lucija HRIBAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",2001-10-15,LJUBLJANA,Slovenia,DOMZALE,Slovenia
1981180,TRUE,MEZGEC Luka,MEZGEC L,Luka MEZGEC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Cycling Road'],"[""Men's Road Race""]",1988-06-27,KRANJ,Slovenia,,
1981181,TRUE,POTOCAR Luka,POTOCAR L,Luka POTOCAR,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,177,0,['Sport Climbing'],"[""Men's Boulder & Lead""]",2001-11-21,JESENICE,Slovenia,,Slovenia
1981185,TRUE,SVETIK Maja,SVETIK M,Maja SVETIK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,168,0,['Handball'],['Women'],1996-03-09,SEMPETER PRI GORICI,Slovenia,,Austria
1981186,TRUE,VOJNOVIC Maja,VOJNOVIC M,Maja VOJNOVIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,180,0,['Handball'],['Women'],1998-01-26,NOVO MESTO,Slovenia,KRIM,Slovenia
1981195,TRUE,STANGAR Marusa,STANGAR M,Marusa STANGAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Judo'],['Women -48 kg'],1998-01-31,POSTOJNA,Slovenia,LJUBLJANA,Slovenia
1981196,TRUE,GABER Matej,GABER M,Matej GABER,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,198,0,['Handball'],['Men'],1991-07-22,KRANJ,Slovenia,SZEGED,Hungary
1981197,TRUE,MOHORIC Matej,MOHORIC M,Matej MOHORIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Cycling Road'],"[""Men's Road Race""]",1994-10-19,KRANJ,Slovenia,MONACO,Monaco
1981202,TRUE,GUCEK Matic Ian,GUCEK MI,Matic Ian GUCEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,181,0,['Athletics'],"[""Men's 400m Hurdles""]",2003-09-20,CELJE,Slovenia,CELJE,Slovenia
1981204,TRUE,LOBNIK Metka,LOBNIK M,Metka LOBNIK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Judo'],['Women -78 kg'],2001-04-09,MARIBOR,Slovenia,OREHOVA VAS,Slovenia
1981206,TRUE,KRAMPL Mia,KRAMPL M,Mia KRAMPL,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,163,0,['Sport Climbing'],"[""Women's Boulder & Lead""]",2000-07-21,KRANJ,Slovenia,,Slovenia
1981214,TRUE,ZARABEC Miha,ZARABEC M,Miha ZARABEC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,178,0,['Handball'],['Men'],1991-10-12,NOVO MESTO,Slovenia,PLOCK,Poland
1981224,TRUE,CHEPTOYEK Joy,CHEPTOYEK J,Joy CHEPTOYEK,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,156,0,['Athletics'],"[""Women's 5000m""]",2002-05-15,,,,
1981295,TRUE,MAWDSLEY Sharlene,MAWDSLEY S,Sharlene MAWDSLEY,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,176,0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1998-08-10,,,LIMERICK,Ireland
1981375,TRUE,GALLAGHER Jude,GALLAGHER J,Jude GALLAGHER,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,170,0,['Boxing'],"[""Men's 57kg""]",2001-10-05,NEWTOWNSTEWART,Great Britain,NEWTOWNSTEWART,Great Britain
1981393,TRUE,JONES Terrence,JONES T,Terrence JONES,Male,Athlete,BAH,Bahamas,Bahamas,Bahamas,Bahamas,BAH,193,0,['Athletics'],"[""Men's 100m""]",2002-11-08,WEST END,Bahamas,"LUBBOCK, TX",United States
1981397,TRUE,SHEIKHALIZADEHKHANGHAH Mariam,SHEIKHALIZADEHKHA,Mariam SHEIKHALIZADEHKHANGHAH,Female,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,0,0,['Swimming'],"[""Women's 50m Freestyle""]",2004-07-18,TEHRAN,IR Iran,BAKU,Azerbaijan
1981426,TRUE,VALCOURT Javonya,VALCOURT J,Javonya VALCOURT,Female,Athlete,BAH,Bahamas,Bahamas,Bahamas,Bahamas,BAH,173,0,['Athletics'],['4 x 400m Relay Mixed'],2004-12-08,,,"KNOXVILLE, TN",United States
1981463,TRUE,LJEPOJA Natasa,LJEPOJA N,Natasa LJEPOJA,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,179,0,['Handball'],['Women'],1996-01-28,CELJE,Slovenia,RAMNICU VALCEA,Romania
1981464,TRUE,FILIPIC Neja,FILIPIC N,Neja FILIPIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,171,0,['Athletics'],"[""Women's Triple Jump""]",1995-04-22,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia
1981466,TRUE,CEHTE Nejc,CEHTE N,Nejc CEHTE,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,196,0,['Handball'],['Men'],1992-09-04,,,SITOLA,North Macedonia
1981468,TRUE,CERNIGOJ Nena,CERNIGOJ N,Nena CERNIGOJ,Female,Alternate Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,170,0,['Handball'],['Women'],2004-08-06,,Slovenia,AJDOVSCINA,Slovenia
1981469,TRUE,KLANCAR Neza,KLANCAR N,Neza KLANCAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Swimming'],"[""Women's 100m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 50m Freestyle""]",2000-02-19,,,,
1981471,TRUE,MUJANOVIC Nik,MUJANOVIC N,MUJANOVIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,206,0,['Volleyball'],['Men'],2004-10-14,,,,
1981475,TRUE,KOSTANJSEK Nina,KOSTANJSEK N,Nina KOSTANJSEK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Rowing'],"[""Women's Single Sculls""]",1993-06-04,,,LJUBJANA,Slovenia
1981476,TRUE,SPREITZER Nina,SPREITZER N,Nina SPREITZER,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,177,0,['Handball'],['Women'],1998-03-04,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia
1981479,TRUE,DIVKOVIC Patrik,DIVKOVIC P,Patrik DIVKOVIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Taekwondo'],['Men +80kg'],1999-06-04,LJUBLJANA,Slovenia,LJUBLJANA,Slovenia
1981480,TRUE,HRIBAR Peter,HRIBAR P,Peter HRIBAR,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Table Tennis'],"[""Men's Team""]",1999-11-12,,,SMARJESKE TOPLICE,Slovenia
1981481,TRUE,KAUZER Peter,KAUZER P,Peter KAUZER,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",1983-09-08,HRASTNIK,Slovenia,HRASTNIK,Slovenia
1981485,TRUE,BABNIK Pia,BABNIK P,Pia BABNIK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,179,0,['Golf'],"[""Women's Individual Stroke Play""]",2004-01-02,LJUBLJANA,Slovenia,,Slovenia
1981495,TRUE,MOZIC Rok,MOZIC R,MOZIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,200,0,['Volleyball'],['Men'],2002-01-17,MARIBOR,Slovenia,,
1981502,TRUE,BOSKAN Saso,BOSKAN S,Saso BOSKAN,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Swimming'],"[""Men's 200m Freestyle""]",2002-12-12,,,KRANJ,Slovenia
1981504,TRUE,STALEKAR Saso,STALEKAR S,STALEKAR,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,214,0,['Volleyball'],['Men'],1996-05-03,SLOVENJ GRADEC,Slovenia,,
1981513,TRUE,JOVICIC Stas,JOVICIC S,Stas JOVICIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,188,0,['Handball'],['Men'],2000-12-06,SLOVENJ GRADEC,Slovenia,TRBNJE,Slovenia
1981519,TRUE,MAVSAR Tamara,MAVSAR T,Tamara MAVSAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,173,0,['Handball'],['Women'],1991-04-01,LJUBLJANA,Slovenia,KRIM,Slovenia
1981521,TRUE,ZAKELJ Tanja,ZAKELJ T,Tanja ZAKELJ,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Cycling Mountain Bike'],"[""Women's Cross-country""]",1988-09-15,KRANJ,Slovenia,IDRIJA,Slovenia
1981530,TRUE,KODRIN Tilen,KODRIN T,Tilen KODRIN,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,191,0,['Handball'],['Men'],1994-05-14,CELJE,Slovenia,GUMMERSBACH,Germany
1981537,TRUE,MRAK Tina,MRAK T,Tina MRAK,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Sailing'],['Mixed Dinghy'],1988-02-06,KOPER,Slovenia,PORTOROZ,Slovenia
1981538,TRUE,SUTEJ Tina,SUTEJ T,Tina SUTEJ,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,174,0,['Athletics'],"[""Women's Pole Vault""]",1988-11-07,LJUBLJANA,Slovenia,CELJE,Slovenia
1981540,TRUE,URNAUT Tine,URNAUT T,URNAUT,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,200,0,['Volleyball'],['Men'],1988-09-03,SLOVENJ GRADEC,Slovenia,,
1981546,TRUE,PINTAR Tjasa,PINTAR T,Tjasa PINTAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",1997-02-15,KRANJ,Slovenia,"KNOXVILLE, TN",United States
1981547,TRUE,STANKO Tjasa,STANKO T,Tjasa STANKO,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,173,0,['Handball'],['Women'],1997-11-05,MARIBOR,Slovenia,KRIM,Slovenia
1981548,TRUE,STERN Toncek,STERN T,T. STERN,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,200,0,['Volleyball'],['Men'],1995-11-14,MARIBOR,Slovenia,,
1981549,TRUE,VODISEK Toni,VODISEK T,Toni VODISEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Sailing'],"[""Men's Kite""]",2000-06-07,IZOLA,Slovenia,KOPER,Slovenia
1981553,TRUE,LESJAK Urban,LESJAK U,Urban LESJAK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,188,0,['Handball'],['Men'],1990-08-24,CELJE,Yugoslavia,BITOLA,North Macedonia
1981556,TRUE,KASTELIC Urh,KASTELIC U,Urh KASTELIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,202,0,['Handball'],['Men'],1996-02-27,BREZICE,Slovenia,LEMGO,Germany
1981558,TRUE,PLANINSIC Uros,PLANINSIC U,PLANINSIC,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,186,0,['Volleyball'],['Men'],1998-05-09,MARIBOR,Slovenia,KAMNIK,Slovenia
1981564,TRUE,PINTAR Urska,PINTAR U,Urska PINTAR,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",1985-10-03,LJUBLJANA,Slovenia,,
1981567,TRUE,KLEMENCIC Valentina,KLEMENCIC V,Valentina KLEMENCIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,185,0,['Handball'],['Women'],2002-02-05,KRANJ,Slovenia,,
1981581,TRUE,ZELKO Zan Luka,ZELKO ZL,Zan Luka ZELKO,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Sailing'],"[""Men's Dinghy""]",1994-11-04,MARIBOR,Slovenia,MARIBOR,Slovenia
1981582,TRUE,PINTARIC Zana,PINTARIC Z,Zana PINTARIC,Female,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Archery'],"[""Women's Individual"", 'Mixed Team']",2004-04-27,,,,
1981585,TRUE,RAVNIKAR Ziga,RAVNIKAR Z,Ziga RAVNIKAR,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0,['Archery'],"[""Men's Individual"", 'Mixed Team']",1999-12-25,,,DOMZALE,Slovenia
1981587,TRUE,STERN Ziga,STERN Z,Z. STERN,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,193,0,['Volleyball'],['Men'],1994-01-02,MARIBOR,Slovenia,,
1981595,TRUE,ANDO Elreen Ann,ANDO EA,Elreen Ann ANDO,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,0,0,['Weightlifting'],"[""Women's 59kg""]",1998-11-01,CEBU,Philippines,CEBU,Philippines
1981596,TRUE,SARNO Vanessa,SARNO V,Vanessa SARNO,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,0,0,['Weightlifting'],"[""Women's 71kg""]",2003-09-28,,,TAGBILARAN CITY,Philippines
1981600,TRUE,CENIZA John Febuar,CENIZA JF,John Febuar CENIZA,Male,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,0,0,['Weightlifting'],"[""Men's 61kg""]",1998-02-07,,,CEBU CITY,Philippines
1981602,TRUE,CABANG John,CABANG J,John CABANG,Male,Athlete,PHI,Philippines,Philippines,Spain,Spain,ESP,0,0,['Athletics'],"[""Men's 110m Hurdles""]",2001-08-27,MADRID,Spain,,
1981603,TRUE,HOFFMAN Lauren,HOFFMAN L,Lauren HOFFMAN,Female,Athlete,PHI,Philippines,Philippines,Philippines,Philippines,PHI,170,0,['Athletics'],"[""Women's 400m Hurdles""]",1999-03-30,,United States,"DURHAM, NC",United States
1981760,TRUE,JAFAROV Hasrat,JAFAROV H,Hasrat JAFAROV,Male,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,0,0,['Wrestling'],"[""Men's Greco-Roman 67kg""]",2002-10-05,GORANBOY,Azerbaijan,,
1981764,TRUE,MULLINGS Ken,MULLINGS K,Ken MULLINGS,Male,Athlete,BAH,Bahamas,Bahamas,Bahamas,Bahamas,BAH,185,0,['Athletics'],"[""Men's Decathlon""]",1997-04-28,FREEPORT,Bahamas,NASSAU,Bahamas
1981766,TRUE,McCOY Wanya,McCOY W,Wanya McCOY,Male,Athlete,BAH,Bahamas,Bahamas,Bahamas,Bahamas,BAH,196,0,['Athletics'],"[""Men's 100m"", ""Men's 200m""]",2003-03-29,BERRY ISLAND,Bahamas,"GAINSVILLE, FL",United States
1981775,TRUE,SULEYMANOV Sanan,SULEYMANOV S,Sanan SULEYMANOV,Male,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,0,0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",1996-12-15,DMANISI,Georgia,,
1981785,TRUE,MAGOMEDOV Magomedkhan,MAGOMEDOV M,Magomedkhan MAGOMEDOV,Male,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,0,0,['Wrestling'],"[""Men's Freestyle 97kg""]",1998-01-27,DAGESTAN,Russian Federation,BAKU,Azerbaijan
1981864,TRUE,MORSCHEL Heinz,MORSCHEL H,Heinz MORSCHEL,Male,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,190,0,['Football'],['Men'],1997-08-24,SANTO DOMINGO,Dominican Republic,,
1982069,TRUE,LOGANIMASI Ponipate,LOGANIMASI P,Ponipate LOGANIMASI,Male,Athlete,FIJ,Fiji,Fiji,Fiji,Fiji,FIJ,189,91,['Rugby Sevens'],['Men'],1998-03-26,,,SAVUSAVU,Fiji
1982106,TRUE,de LUCAS Luiyi,de LUCAS L,Luiyi de LUCAS,Male,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,194,0,['Football'],['Men'],1994-08-31,GALVAN,Dominican Republic,,Cyprus
1982385,TRUE,KAKENE Sitali,KAKENE S,Sitali KAKENE,Male,Alternate Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,167,0,['Athletics'],"[""Men's 4 x 400m Relay""]",2003-11-07,,,,
1982687,TRUE,JOSAIA Raisuqe,JOSAIA R,Raisuqe JOSAIA,Male,Athlete,FIJ,Fiji,Fiji,Fiji,Fiji,FIJ,193,113,['Rugby Sevens'],['Men'],1994-07-22,NAITASIRI,Fiji,CASTRES,France
1984746,TRUE,CHEMUTAI Belinda,CHEMUTAI B,Belinda CHEMUTAI,Female,Athlete,UGA,Uganda,Uganda,Uganda,Uganda,UGA,168,0,['Athletics'],"[""Women's 5000m""]",2000-04-30,BUKWO,Uganda,,
1986723,TRUE,OGAZI Samuel,OGAZI S,Samuel OGAZI,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,195,0,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",2006-05-14,,Nigeria,"TUSCALOOSA, AL",United States
1996131,TRUE,SINGHAPURAGE Aruna Dharshana,SINGHAPURAGE AD,Aruna Dharshana SINGHAPURAGE,Male,Athlete,SRI,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,SRI,170,0,['Athletics'],"[""Men's 400m""]",1999-01-19,SINHAPURA,,,
1998595,TRUE,MARSHALL Jonny,MARSHALL J,Jonny MARSHALL,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Swimming'],"[""Men's 100m Backstroke""]",2004-11-15,"AKRON, OH",United States,"GAINESVILLE, FL",United States
2001756,TRUE,OSRIN Honey,OSRIN H,Honey OSRIN,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Swimming'],"[""Women's 200m Backstroke""]",2003-02-24,CAPE TOWN,South Africa,LOUGHBOROUGH,Great Britain
2008688,TRUE,SACULTAN Maxim,SACULTAN M,Maxim SACULTAN,Male,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,0,0,['Wrestling'],"[""Men's Freestyle 65kg""]",1996-11-18,,,CHISINAU,Republic of Moldova
2009155,TRUE,D'AMBROSIO Carlos,D'AMBROSIO C,Carlos D'AMBROSIO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2007-02-05,VALDAGNO,Italy,VERONA,Italy
2013977,TRUE,EVANS Angharad,EVANS A,Angharad EVANS,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",2003-04-25,CAMBRIDGE,Great Britain,STIRLING,Great Britain
2013979,TRUE,LITCHFIELD Max,LITCHFIELD M,Max LITCHFIELD,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Swimming'],"[""Men's 400m Individual Medley""]",1995-03-04,PONTEFRACT,Great Britain,LOUGHBOROUGH,Great Britain
