code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country
1931180,TRUE,LEE Dohyun,LEE D,LEE Dohyun,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,176,0,['Sport Climbing'],"[""Men's Boulder & Lead""]",2002-10-08,,,,
1931183,TRUE,SEO Chaehyun,SEO C,SEO Chaehyun,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,164,0,['Sport Climbing'],"[""Women's Boulder & Lead""]",2003-11-01,,,SEOUL,Korea
1931185,TRUE,SHIN Euncheol,SHIN E,SHIN Euncheol,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,173,0,['Sport Climbing'],"[""Men's Speed""]",1999-05-27,,Korea,,Korea
1931243,TRUE,SUKASEM Vareeraya,SUKASEM V,Vareeraya SUKASEM,Female,Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,0,0,['Skateboarding'],"[""Women's Street""]",2011-10-23,,,,
1931269,TRUE,KIM Euro,KIM E,KIM Euro,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Cycling Road'],"[""Men's Road Race""]",1999-10-07,YANGPYEONG,Korea,,
1931278,TRUE,SONG Minji,SONG M,SONG Minji,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Cycling Road'],"[""Women's Road Race""]",1998-03-30,,,,
1931298,TRUE,AMIR,AMIR,AMIR,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Breaking'],['B-Boys'],1997-10-10,PETROPAVLOVSK,Kazakhstan,MOSCOW,Russian Federation
1931331,TRUE,KYZAIBAY Nazym,KYZAIBAY N,Nazym KYZAIBAY,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,160,0,['Boxing'],"[""Women's 50kg""]",1993-09-14,ALMATY,Kazakhstan,ALMATY,Kazakhstan
1931342,TRUE,KHALZOVA Valentina,KHALZOVA V,Valentina KHALZOVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,175,0,['Boxing'],"[""Women's 75kg""]",1996-01-16,ASTANA,Kazakhstan,ASTANA,Kazakhstan
1931345,TRUE,IBRAGIMOVA Karina,IBRAGIMOVA K,Karina IBRAGIMOVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,175,0,['Boxing'],"[""Women's 57kg""]",1996-07-08,KRASNYI YAR,Kazakhstan,,Kazakhstan
1931374,TRUE,ROMANYK Arthit Mikhail,ROMANYK AM,Arthit Mikhail ROMANYK,Male,Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,0,0,['Sailing'],"[""Men's Dinghy""]",2001-01-16,BANGKOK,Thailand,BANGKOK,Thailand
1931381,TRUE,MONTGOMERY Sophia,MONTGOMERY S,Sophia MONTGOMERY,Female,Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,0,0,['Sailing'],"[""Women's Dinghy""]",2003-04-04,BANGKOK,Thailand,BANGKOK,Thailand
1931384,TRUE,SHAURI Magdalena,SHAURI M,Magdalena SHAURI,Female,Athlete,TAN,Tanzania,United Republic of Tanzania,Tanzania,United Republic of Tanzania,TAN,198,0,['Athletics'],"[""Women's Marathon""]",1996-02-25,,Tanzania,ARUSHA,Tanzania
1931493,TRUE,VERED VILENCHIK Omer,VERED VILENCHIK O,Omer VERED VILENCHIK,Male,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0,0,['Sailing'],"[""Men's Dinghy""]",2007-05-08,,Israel,,Israel
1931496,TRUE,AMAN Aman,AMAN A,Aman AMAN,Male,Athlete,IND,India,India,India,India,IND,0,0,['Wrestling'],"[""Men's Freestyle 57kg""]",2003-07-16,,India,,India
1931500,TRUE,YOUSRI Akram,YOUSRI A,Akram YOUSRI,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,180,0,['Handball'],['Men'],1994-11-22,,,GIZA,Egypt
1931570,TRUE,ABDULLIN Ilfat,ABDULLIN I,Ilfat ABDULLIN,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",1998-01-09,KARABULAK,Kazakhstan,TALDYKORGAN,Kazakhstan
1931572,TRUE,ZHANGBYRBAY Dauletkeldi,ZHANGBYRBAY D,Dauletkeldi ZHANGBYRBAY,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",2004-06-02,,,,
1931573,TRUE,MAIMURATOV Amir,MAIMURATOV A,Amir MAIMURATOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,182,0,['Sport Climbing'],"[""Men's Speed""]",1995-07-19,ASTANA,Kazakhstan,,
1931576,TRUE,KARIMI Milad,KARIMI M,Milad KARIMI,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault""]",1999-06-21,ALMATY,Kazakhstan,ALMATY,Kazakhstan
1931577,TRUE,KURBANOV Nariman,KURBANOV N,Nariman KURBANOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Artistic Gymnastics'],"['Men', ""Men's Pommel Horse""]",1997-12-06,ALMATY,Kazakhstan,ALMATY,Kazakhstan
1931583,TRUE,POTAPENKO Yelena,POTAPENKO Y,Yelena POTAPENKO,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Modern Pentathlon'],"[""Women's Individual""]",1993-04-20,LUHANSK,Ukraine,,
1931584,TRUE,ABUSAL Wasim,ABUSAL W,Wasim ABUSAL,Male,Athlete,PLE,Palestine,Palestine,Palestine,Palestine,PLE,173,0,['Boxing'],"[""Men's 57kg""]",2004-06-14,RAMALLAH,Palestine,RAMALLAH,Palestine
1931588,TRUE,BORODA-DUDOCHKIN Georgiy,BORODA-DUDOCHKIN G,Georgiy BORODA-DUDOCHKIN,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Modern Pentathlon'],"[""Men's Individual""]",2001-11-16,,Kazakhstan,,
1931815,TRUE,SWIATEK Iga,SWIATEK I,Iga SWIATEK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,176,0,['Tennis'],"[""Women's Singles""]",2001-05-31,WARSAW,Poland,WARSAW,Poland
1931818,TRUE,ELMASRY Ibrahim,ELMASRY I,Ibrahim ELMASRY,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,196,0,['Handball'],['Men'],1989-03-11,CAIRO,Egypt,,
1931829,TRUE,HENDAWY Karim,HENDAWY K,Karim HENDAWY,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,188,0,['Handball'],['Men'],1988-05-01,CAIRO,Egypt,,Saudi Arabia
1931832,TRUE,FRECH Magdalena,FRECH M,Magdalena FRECH,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,171,0,['Tennis'],"[""Women's Singles""]",1997-12-15,LODZ,Poland,,
1931894,TRUE,LYNCH Finn,LYNCH F,Finn LYNCH,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,0,0,['Sailing'],"[""Men's Dinghy""]",1996-04-23,,Australia,CARLOW,Ireland
1931914,TRUE,LINETTE Magda,LINETTE M,Magda LINETTE,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,171,0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",1992-02-12,POZNAN,Poland,POZNAN,Poland
1931916,TRUE,ABDELHAK Mohab,ABDELHAK M,Mohab ABDELHAK,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,194,0,['Handball'],['Men'],2003-01-20,,Egypt,NIMES,France
1931934,TRUE,BARWINSKA Agata,BARWINSKA A,Agata BARWINSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Women's Dinghy""]",1995-07-27,ILAWA,Poland,GDANSK,Poland
1932027,TRUE,YANG Amy,YANG A,YANG Amy,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,173,0,['Golf'],"[""Women's Individual Stroke Play""]",1989-07-28,ILSAN,Korea,"ORLANDO, FL",United States
1932109,TRUE,ALY Mohamed,ALY M,Mohamed ALY,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,190,0,['Handball'],['Men'],1992-11-13,GIZA,Egypt,LONGRONO,Spain
1932124,TRUE,COMERFORD Niall,COMERFORD N,Niall COMERFORD,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,183,87,['Rugby Sevens'],['Men'],2000-04-06,DUBLIN,Ireland,DUBLIN,Ireland
1932149,TRUE,YASER ISMAIL Omar,YASER ISMAIL O,Omar YASER ISMAIL,Male,Athlete,PLE,Palestine,Palestine,Palestine,Palestine,PLE,0,0,['Taekwondo'],['Men -58kg'],2005-11-03,,,,
1932150,TRUE,RODRIGUEZ Pedro,RODRIGUEZ P,Pedro RODRIGUEZ,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,197,0,['Handball'],['Men'],1990-08-22,VIGO,Spain,TATABANYA,Hungary
1932154,TRUE,MIKLER Roland,MIKLER R,Roland MIKLER,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,192,0,['Handball'],['Men'],1984-09-20,DUNAUJVAROS,Hungary,SZEGED,Hungary
1932160,TRUE,VINESH Vinesh,VINESH V,Vinesh VINESH,Female,Athlete,IND,India,India,India,India,IND,0,0,['Wrestling'],"[""Women's Freestyle 50kg""]",1994-08-25,BHIWANI,India,BHIWANI,India
1932161,TRUE,BODO Richard,BODO R,Richard BODO,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,203,0,['Handball'],['Men'],1993-03-13,MATESZALKA,Hungary,SZEGED,Hungary
1932168,TRUE,IMRE Bence,IMRE B,Bence IMRE,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,186,0,['Handball'],['Men'],2002-10-15,BUDAPEST,Hungary,BUDAPEST,Hungary
1932173,TRUE,ROSOLSKA Alicja,ROSOLSKA A,Alicja ROSOLSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,166,0,['Tennis'],"[""Women's Doubles""]",1985-12-01,WARSAW,Poland,,
1932182,TRUE,SANAD Mohammad,SANAD M,Mohammad SANAD,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,188,0,['Handball'],['Men'],1991-01-16,CAIRO,Egypt,NIMES,France
1932186,TRUE,ILIC Zoran,ILIC Z,Zoran ILIC,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,197,0,['Handball'],['Men'],2002-01-02,SENTA,Serbia,HAMBURG,Germany
1932194,TRUE,LIGETVARI Patrik,LIGETVARI P,Patrik LIGETVARI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,203,0,['Handball'],['Men'],1996-02-13,VARPALOTA,Hungary,VESZPREM,Hungary
1932219,TRUE,BARTUCZ Laszlo,BARTUCZ L,Laszlo BARTUCZ,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,194,0,['Handball'],['Men'],1991-11-05,OROSHAZA,Hungary,TATABANYA,Hungary
1932221,TRUE,TAREK Mohamed,TAREK M,Mohamed TAREK,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,202,0,['Handball'],['Men'],2002-01-15,,Egypt,GIZA,Egypt
1932223,TRUE,SIPOS Adrian,SIPOS A,Adrian SIPOS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,198,0,['Handball'],['Men'],1990-03-08,SZOMBATHELY,Hungary,MELSUNGEN,Germany
1932236,TRUE,ROSTA Miklos,ROSTA M,Miklos ROSTA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,203,0,['Handball'],['Men'],1999-02-14,GYOR,Hungary,BUCHAREST,Romania
1932243,TRUE,ANTIM Antim,ANTIM A,Antim ANTIM,Female,Athlete,IND,India,India,India,India,IND,0,0,['Wrestling'],"[""Women's Freestyle 53kg""]",2004-08-31,BHAGANA,India,,
1932430,TRUE,BOKA Bendeguz,BOKA B,Bendeguz BOKA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,195,0,['Handball'],['Men'],1993-10-02,VESZPREM,Hungary,BALATONFUREDI,Hungary
1932431,TRUE,ANSHU Anshu,ANSHU A,Anshu ANSHU,Female,Athlete,IND,India,India,India,India,IND,0,0,['Wrestling'],"[""Women's Freestyle 57kg""]",2001-08-05,,,JIND,India
1932434,TRUE,DZIARNOWSKA Maja,DZIARNOWSKA M,Maja DZIARNOWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Women's Windsurfing""]",1990-08-07,GDA?SK,Poland,GDA?SK,Poland
1932440,TRUE,WIERZBICKI Szymon,WIERZBICKI S,Szymon WIERZBICKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Men's Skiff""]",1992-03-21,POZNA?,Poland,POZNA?,Poland
1932442,TRUE,KRASODOMSKI Michal,KRASODOMSKI M,Michal KRASODOMSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Men's Dinghy""]",2003-04-30,KOSZALIN,Poland,,Poland
1932446,TRUE,BUKSAK Dominik,BUKSAK D,Dominik BUKSAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Men's Skiff""]",1992-09-19,GDA?SK,Poland,GDA?SK,Poland
1932449,TRUE,SZITA Zoltan,SZITA Z,Zoltan SZITA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,196,0,['Handball'],['Men'],1998-02-10,VESZPREM,Hungary,SZEGED,Hungary
1932450,TRUE,MELZACKA Aleksandra,MELZACKA A,Aleksandra MELZACKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Women's Skiff""]",1998-05-05,GDYNIA,Poland,GDYNIA,Poland
1932456,TRUE,HANUSZ Egon,HANUSZ E,Egon HANUSZ,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,177,0,['Handball'],['Men'],1997-09-25,NAGYATAD,Hungary,STUTTGART,Germany
1932470,TRUE,ANCSIN Gabor,ANCSIN G,Gabor ANCSIN,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,202,0,['Handball'],['Men'],1990-11-27,BEKESCSABA,Hungary,TATABANYA,Hungary
1932478,TRUE,NABI Heiki,NABI H,Heiki NABI,Male,Athlete,EST,Estonia,Estonia,Estonia,Estonia,EST,0,0,['Wrestling'],"[""Men's Greco-Roman 130kg""]",1985-06-06,KARDLA,Estonia,,
1932480,TRUE,DAMASIEWICZ Julia,DAMASIEWICZ J,Julia DAMASIEWICZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Women's Kite""]",2004-10-22,POZNA?,Poland,KO?MIN WIELKOPOLSKI,Poland
1932482,TRUE,ZAKOWSKI Maks,ZAKOWSKI M,Maks ZAKOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Men's Kite""]",1994-01-12,SZCZECIN,Poland,LAJSKI,Poland
1932485,TRUE,TARNOWSKI Pawel,TARNOWSKI P,Pawel TARNOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Men's Windsurfing""]",1994-04-03,GDYNIA,Poland,SOPOT,Poland
1932492,TRUE,JANKOWIAK Sandra,JANKOWIAK S,Sandra JANKOWIAK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Sailing'],"[""Women's Skiff""]",1996-01-12,SZAMOTULY,Poland,SZAMOTULY,Poland
1932512,TRUE,NISHA Nisha,NISHA N,Nisha NISHA,Female,Athlete,IND,India,India,India,India,IND,0,0,['Wrestling'],"[""Women's Freestyle 68kg""]",1998-10-18,,,,
1932534,TRUE,van der WESTHUIZEN Paige,van der WESTHUIZEN,Paige van der WESTHUIZEN,Female,Athlete,ZIM,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,ZIM,0,0,['Swimming'],"[""Women's 100m Freestyle""]",2003-04-23,,,,
1932567,TRUE,REETIKA Reetika,REETIKA R,Reetika REETIKA,Female,Athlete,IND,India,India,India,India,IND,0,0,['Wrestling'],"[""Women's Freestyle 76kg""]",2002-08-31,,,,
1932569,TRUE,SYNORADZKA Martyna,SYNORADZKA M,Martyna SYNORADZKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Fencing'],"[""Women's Foil Team""]",1988-01-30,,,,
1932600,TRUE,SALHE Jorge Antonio,SALHE JA,Jorge Antonio SALHE,Male,Athlete,PLE,Palestine,Palestine,Palestine,Palestine,PLE,0,0,['Shooting'],['Skeet Men'],1974-08-24,SANTIAGO,Chile,SANTIAGO,Chile
1932622,TRUE,BADAWI Fares,BADAWI F,Fares BADAWI,Male,Athlete,PLE,Palestine,Palestine,Palestine,Palestine,PLE,178,0,['Judo'],['Men -81 kg'],1996-07-25,DAMASCUS,Syria,BRAUNSCHWEIG,Germany
1932649,TRUE,ELGENDY Ahmed,ELGENDY A,Ahmed ELGENDY,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,0,0,['Modern Pentathlon'],"[""Men's Individual""]",2000-03-01,CAIRO,Egypt,,Egypt
1932660,TRUE,SELO Lina Alemayehu,SELO LA,Lina Alemayehu SELO,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,0,0,['Swimming'],"[""Women's 50m Freestyle""]",2000-10-08,,,,
1932666,TRUE,BLUMAN Daniel,BLUMAN D,Daniel BLUMAN,Male,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1990-03-15,,Colombia,"WELLINGTON, FL",United States
1932686,TRUE,MUHR Robin,MUHR R,Robin MUHR,Male,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1995-06-21,,,AIX-EN-PROVENCE,France
1932735,TRUE,CYPRIANOS Denilson,CYPRIANOS D,Denilson CYPRIANOS,Male,Athlete,ZIM,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,ZIM,0,0,['Swimming'],"[""Men's 200m Backstroke""]",2002-10-07,,,,
1932740,TRUE,RUSSEKOFF Isabella,RUSSEKOFF I,Isabella RUSSEKOFF,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",2000-05-19,,United States,,Netherlands
1932757,TRUE,PARNAT Reena,PARNAT R,Reena PARNAT,Female,Athlete,EST,Estonia,Estonia,Estonia,Estonia,EST,0,0,['Archery'],"[""Women's Individual""]",1993-12-01,PARNU,Estonia,PARNU,Estonia
1932764,TRUE,TOFALIDES Alex,TOFALIDES A,Alex TOFALIDES,Male,Athlete,CYP,Cyprus,Cyprus,Cyprus,Cyprus,CYP,0,0,['Fencing'],"[""Men's Foil Individual""]",1993-03-13,LONDON,Great Britain,LONDON,Great Britain
1932765,TRUE,GATHIMBA Samuel Kireri,GATHIMBA SK,Samuel Kireri GATHIMBA,Male,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,173,0,['Athletics'],"[""Men's 20km Race Walk""]",1987-10-26,,Kenya,,
1932812,TRUE,JEPCHIRCHIR Peres,JEPCHIRCHIR P,Peres JEPCHIRCHIR,Female,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,152,0,['Athletics'],"[""Women's Marathon""]",1993-09-27,"TURBO, UASIN GISHU COUNTY",Kenya,KAPSABET,Kenya
1932820,TRUE,BIBOSSINOV Saken,BIBOSSINOV S,Saken BIBOSSINOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,167,0,['Boxing'],"[""Men's 51kg""]",1997-07-03,,Kazakhstan,SHYMKENT,Kazakhstan
1932821,TRUE,SABYRKHAN Makhmud,SABYRKHAN M,Makhmud SABYRKHAN,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,166,0,['Boxing'],"[""Men's 57kg""]",2001-09-09,SHYMKENT,Kazakhstan,SHYMKENT,Kazakhstan
1932822,TRUE,MUKHAMMEDSABYR Bazarbay Uulu,MUKHAMMEDSABYR BU,Bazarbay Uulu MUKHAMMEDSABYR,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,175,0,['Boxing'],"[""Men's 63.5kg""]",2002-11-27,,Kazakhstan,,Kazakhstan
1932823,TRUE,SHYMBERGENOV Aslanbek,SHYMBERGENOV A,Aslanbek SHYMBERGENOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,182,0,['Boxing'],"[""Men's 71kg""]",1993-10-09,TARAZ,Kazakhstan,TARAZ,Kazakhstan
1932824,TRUE,ORALBAY Nurbek,ORALBAY N,Nurbek ORALBAY,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,187,0,['Boxing'],"[""Men's 80kg""]",2000-06-11,ASTANA,Kazakhstan,ASTANA,Kazakhstan
1932825,TRUE,ORALBAY Aibek,ORALBAY A,Aibek ORALBAY,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,188,0,['Boxing'],"[""Men's 92kg""]",2000-06-11,ASTANA,Kazakhstan,ASTANA,Kazakhstan
1932832,TRUE,KUNKABAYEV Kamshybek,KUNKABAYEV K,Kamshybek KUNKABAYEV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,190,0,['Boxing'],"[""Men's +92kg""]",1991-11-18,KYZYLORDA,Kazakhstan,ALMATY,Kazakhstan
1932849,TRUE,KARUNARATHNA Tharushi,KARUNARATHNA T,Tharushi KARUNARATHNA,Female,Athlete,SRI,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,SRI,156,0,['Athletics'],"[""Women's 800m""]",2004-11-18,,Sri Lanka,,Sri Lanka
1932851,TRUE,OBIRI Hellen,OBIRI H,Hellen OBIRI,Female,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,152,0,['Athletics'],"[""Women's Marathon""]",1989-12-13,KISII,Kenya,"BOULDER, CO",United States
1932863,TRUE,ISMAIL Malak,ISMAIL M,Malak ISMAIL,Female,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,0,0,['Modern Pentathlon'],"[""Women's Individual""]",2005-06-09,,Egypt,,Egypt
1932872,TRUE,LOKEDI Sharon,LOKEDI S,Sharon LOKEDI,Female,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,170,0,['Athletics'],"[""Women's Marathon""]",1994-03-10,BURNT FOREST,Kenya,"FLAGSTAFF, AZ",United States
1932880,TRUE,SHABAN Mohanad,SHABAN M,Mohanad SHABAN,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,0,0,['Modern Pentathlon'],"[""Men's Individual""]",2000-07-03,,Egypt,,
1932887,TRUE,ITSEKIRI Usheoritse,ITSEKIRI U,Usheoritse ITSEKIRI,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,183,0,['Athletics'],"[""Men's 4 x 100m Relay""]",1998-01-31,SAPELE,Nigeria,SAPELE,Nigeria
1932890,TRUE,JOAO Carolina,JOAO C,Carolina JOAO,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Sailing'],['Mixed Dinghy'],1997-03-01,LISBON,Portugal,SINTRA,Portugal
1932891,TRUE,COSTA Diogo,COSTA D,Diogo COSTA,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Sailing'],['Mixed Dinghy'],1997-08-23,PORTO,Portugal,PORTO,Portugal
1932892,TRUE,MARQUES Eduardo,MARQUES E,Eduardo MARQUES,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Sailing'],"[""Men's Dinghy""]",1994-01-15,LISBON,Portugal,LISBON,Portugal
1932897,TRUE,PIRES de LIMA Mafalda,PIRES de LIMA M,Mafalda PIRES de LIMA,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Sailing'],"[""Women's Kite""]",1998-04-14,OPORTO,Portugal,,Portugal
1932941,TRUE,BOEDE BIRO Blanka,BOEDE BIRO B,Blanka BOEDE BIRO,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,187,0,['Handball'],['Women'],1994-09-22,VAC,Hungary,BUDAPEST,Hungary
1932947,TRUE,ALBEK Anna,ALBEK A,Anna ALBEK,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,189,0,['Handball'],['Women'],2001-12-02,SENTA,Serbia,MOSONMAGYAROVAR,Hungary
1932950,TRUE,BORDAS Reka,BORDAS R,Reka BORDAS,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,185,0,['Handball'],['Women'],1997-08-26,KARCAG,Hungary,VAC,Hungary
1932952,TRUE,KHARCHILAVA Lika,KHARCHILAVA L,Lika KHARCHILAVA,Female,Athlete,GEO,Georgia,Georgia,Georgia,Georgia,GEO,167,0,['Athletics'],"[""Women's 100m""]",2000-08-04,TBILISI,Georgia,TBILISI,Georgia
1932956,TRUE,KUCZORA Csenge,KUCZORA C,Csenge KUCZORA,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,176,0,['Handball'],['Women'],2000-01-26,BUDAPEST,Hungary,VAC,Hungary
1932959,TRUE,SZOLLOSI-SCHATZL Nadine,SZOLLOSI-SCHATZL N,Nadine SZOLLOSI-SCHATZL,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,174,0,['Handball'],['Women'],1993-11-19,MUNICH,Germany,GYOR,Hungary
1932960,TRUE,GONZALEZ Enso,GONZALEZ E,Enso GONZALEZ,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,169,0,['Football'],['Men'],2005-01-20,ASUNCION,Paraguay,,
1932963,TRUE,MARTON Greta,MARTON G,Greta MARTON,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,173,0,['Handball'],['Women'],1999-10-03,MOHACS,Hungary,BUDAPEST,Hungary
1932969,TRUE,SIMON Petra,SIMON P,Petra SIMON,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,168,0,['Handball'],['Women'],2004-11-12,BUDAPEST,Hungary,BUDAPEST,Hungary
1932972,TRUE,GEORGE Patience Okon,GEORGE PO,Patience Okon GEORGE,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,182,0,['Athletics'],['4 x 400m Relay Mixed'],1991-11-25,CALABAR,Nigeria,CALABAR,Nigeria
